2007.05.01 00:00:00;CHF;0;Bank Holiday (All Day);;;;;;
2007.05.01 00:00:00;EUR;0;German Bank Holiday (All Day);;;;;;
2007.05.01 00:00:00;EUR;0;Italian Bank Holiday (All Day);;;;;;
2007.05.01 00:00:00;EUR;0;French Bank Holiday (All Day);;;;;;
2007.05.01 02:30:00;AUD;2;Commodity Prices y/y;9.3%;;8.4%;;;
2007.05.01 03:15:00;EUR;1;Spanish Manufacturing PMI;55.4;;56.0;;;
2007.05.01 04:30:00;GBP;2;Final Manufacturing PMI;54.2;54.0;53.9;;;
2007.05.01 06:00:00;GBP;2;CBI Realized Sales;32;30;44;;;
2007.05.01 08:30:00;CAD;1;IPPI m/m;0.9%;0.9%;1.3%;;;
2007.05.01 08:30:00;CAD;1;RMPI m/m;2.5%;1.5%;1.3%;;;
2007.05.01 10:00:00;USD;3;ISM Manufacturing PMI;50.9;51.0;54.7;;;
2007.05.01 10:00:00;USD;3;Pending Home Sales m/m;1.1%;0.1%;-4.9%;;;
2007.05.01 10:00:00;USD;1;ISM Manufacturing Prices;65.5;65.9;73.0;;;
2007.05.01 11:00:00;USD;3;Fed Chairman Bernanke Speaks;;;;;;
2007.05.01 11:00:00;USD;1;Total Vehicle Sales (All Day);16.3M;16.2M;16.3M;;;
2007.05.01 19:30:00;AUD;3;Cash Rate;6.25%;6.25%;6.25%;;;
2007.05.01 19:50:00;JPY;1;Monetary Base y/y;-19.1%;-14.0%;-12.2%;;;
2007.05.01 19:50:00;CNY;0;Bank Holiday (All Day);;;;;;
2007.05.01 22:30:00;CNY;2;Caixin Manufacturing PMI;52.3;;53.3;;;
2007.05.02 03:30:00;CHF;2;Manufacturing PMI;62.0;63.5;61.9;;;
2007.05.02 03:45:00;EUR;1;Italian Manufacturing PMI;53.8;54.2;53.9;;;
2007.05.02 03:55:00;EUR;2;German Unemployment Change;-58K;-36K;-44K;;;
2007.05.02 04:00:00;EUR;2;Final Manufacturing PMI;55.4;55.5;55.4;;;
2007.05.02 04:30:00;GBP;1;Construction PMI;58.9;59.0;59.8;;;
2007.05.02 04:30:00;GBP;1;Mortgage Approvals;118K;116K;113K;;;
2007.05.02 04:30:00;GBP;1;Net Lending to Individuals m/m;11.1B;11.0B;10.8B;;;
2007.05.02 05:00:00;EUR;1;Unemployment Rate;7.3%;7.2%;7.2%;;;
2007.05.02 07:30:00;USD;1;Challenger Job Cuts y/y;-3.9%;;-24.6%;;;
2007.05.02 08:15:00;USD;3;ADP Non-Farm Employment Change;98K;107K;64K;;;
2007.05.02 10:00:00;USD;2;Factory Orders m/m;1.4%;1.8%;3.1%;;;
2007.05.02 10:30:00;USD;1;Crude Oil Inventories;2.1M;1.5M;1.2M;;;
2007.05.02 11:00:00;USD;1;Treasury Sec Paulson Speaks;;;;;;
2007.05.02 13:30:00;GBP;2;BOE Gov King Speaks;;;;;;
2007.05.02 19:30:00;AUD;1;AIG Services Index;50.6;;52.8;;;
2007.05.02 19:30:00;CNY;0;Bank Holiday (All Day);;;;;;
2007.05.02 19:30:00;JPY;0;Bank Holiday (All Day);;;;;;
2007.05.02 21:00:00;CNY;1;Non-Manufacturing PMI;59.6;;65.6;;;
2007.05.02 23:00:00;NZD;1;ANZ Commodity Prices m/m;2.0%;;4.8%;;;
2007.05.03 01:45:00;CHF;3;CPI m/m;0.1%;0.8%;1.1%;;;
2007.05.03 04:30:00;GBP;2;Final Services PMI;57.6;57.6;57.2;;;
2007.05.03 05:00:00;EUR;1;PPI m/m;0.3%;0.3%;0.3%;;;
2007.05.03 08:30:00;USD;2;Prelim Nonfarm Productivity q/q;1.6%;0.7%;1.7%;;;
2007.05.03 08:30:00;USD;2;Prelim Unit Labor Costs q/q;6.6%;3.8%;0.6%;;;
2007.05.03 08:30:00;USD;1;Unemployment Claims;326K;324K;305K;;;
2007.05.03 10:00:00;USD;3;ISM Services PMI;52.4;53.2;56.0;;;
2007.05.03 10:30:00;USD;1;Natural Gas Storage;18B;81B;87B;;;
2007.05.03 10:30:00;CNY;0;Bank Holiday (All Day);;;;;;
2007.05.03 10:30:00;JPY;0;Bank Holiday (All Day);;;;;;
2007.05.03 21:30:00;AUD;3;RBA Monetary Policy Statement;;;;;;
2007.05.03 21:30:00;AUD;2;Trade Balance;-0.73B;-1.02B;-1.62B;;;
2007.05.04 03:00:00;CHF;1;Foreign Currency Reserves;45B;;45B;;;
2007.05.04 03:00:00;EUR;1;Spanish Unemployment Change;-15.8K;;-36.3K;;;
2007.05.04 03:15:00;EUR;1;Spanish Services PMI;56.7;;54.2;;;
2007.05.04 03:45:00;EUR;1;Italian Services PMI;54.1;54.6;53.9;;;
2007.05.04 04:00:00;EUR;1;Final Services PMI;57.4;57.6;57.0;;;
2007.05.04 05:00:00;EUR;1;Retail Sales m/m;0.4%;0.5%;0.5%;;;
2007.05.04 08:30:00;USD;3;Non-Farm Employment Change;177K;107K;88K;;;
2007.05.04 08:30:00;USD;3;Unemployment Rate;4.4%;4.5%;4.5%;;;
2007.05.04 08:30:00;USD;2;Average Hourly Earnings m/m;0.3%;0.3%;0.2%;;;
2007.05.04 09:45:00;USD;1;FOMC Member Geithner Speaks;;;;;;
2007.05.04 10:00:00;CAD;3;Ivey PMI;67.3;57.5;60.9;;;
2007.05.04 12:15:00;AUD;2;RBA Deputy Gov Lowe Speaks;;;;;;
2007.05.06 00:00:00;EUR;2;French Presidential Election (All Day);;;;;;
2007.05.06 18:45:00;NZD;3;Labor Cost Index q/q;0.9%;0.8%;0.7%;;;
2007.05.06 19:30:00;AUD;1;AIG Construction Index;51.1;;47.9;;;
2007.05.06 19:50:00;JPY;2;Monetary Policy Meeting Minutes;;;;;;
2007.05.06 19:50:00;CNY;0;Bank Holiday (All Day);;;;;;
2007.05.06 21:30:00;AUD;2;ANZ Job Advertisements m/m;1.9%;;3.5%;;;
2007.05.06 21:30:00;AUD;1;NAB Business Confidence;10;;13;;;
2007.05.07 01:45:00;CHF;1;Unemployment Rate;2.9%;2.8%;2.9%;;;
2007.05.07 01:45:00;GBP;0;Bank Holiday (All Day);;;;;;
2007.05.07 01:45:00;EUR;1;Eurogroup Meetings (All Day);;;;;;
